run_id,sequence_name,alpha,beta,gamma,theta_threshold,activation_function,rmse_quaternions,rmse_euler_angles
3fdf196264d354818f847e62fdd935f6,MH_04_difficult,1.1,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.018734733434480746, 0.013160700817634773, 0.021803132604862357, 0.007883385442874848]","[3.9081888245831675, 0.6386328416401703, 2.3417304699189763]"
b3280beaeade208636180c660b53b1cb,MH_05_difficult,1.1,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.012575238578316114, 0.015555409721215831, 0.02381169659397468, 0.009471361152927188]","[5.067162215111514, 0.7242465181397949, 1.8817834828300226]"
63d46528e8586cc25b8efb865d67ef9f,MH_03_medium,1.1,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.00836772037800273, 0.008791480155000569, 0.007730472079780935, 0.00829228623946656]","[2.556924811559139, 1.0153755501658286, 2.389978446436363]"
8c037c6b08f97fae0ce56e9788d5fed0,MH_04_difficult,1.1,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.01775662636224681, 0.012844091628650316, 0.020706246547923125, 0.00762581179806924]","[3.825896549863575, 0.6379456059404088, 2.3396034754142545]"
418926f200b8bcee4dbc196de1cd4a27,MH_05_difficult,1.1,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.01250712184951602, 0.015585281651393437, 0.023813520582062615, 0.009489120074981823]","[5.080638406820841, 0.7244526779533016, 1.8874943535604627]"
98c206b81eef082f9ca78c33f52b7446,MH_03_medium,1.1,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.007863145671608505, 0.008933121867613475, 0.007198382574851155, 0.0071535391560533755]","[2.69738190671039, 1.0158751873709684, 2.3641712179486207]"
3ebe8897423c7fdfd7525d1c4512b0e2,MH_04_difficult,1.1,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.01763524205307281, 0.0126407490536336, 0.020460740816491813, 0.0075612938494342835]","[3.7863955969873118, 0.6381563437431335, 2.354304963403442]"
fbd6b8ff9d6409598d5216183aa1afd4,MH_05_difficult,1.1,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.0121714521011803, 0.015241021219117128, 0.023232315608177297, 0.009377038578069905]","[4.959109353305045, 0.727880727707934, 1.853879351226308]"
3bba1025d7e574e1d5b5d67e5418d182,MH_03_medium,1.2,0.8,1.0,0.2,relu,"[0.007995498692348101, 0.008800841761941906, 0.007368078276346901, 0.007570992370676954]","[2.6415236289177106, 1.0163191394944897, 2.3726281785655186]"
8b8648512f083fa06a6e0673d61ea0ed,MH_04_difficult,1.2,0.8,1.0,0.2,relu,"[0.011722937298732493, 0.010954437646991132, 0.014407308291224595, 0.006206956586070274]","[3.435781434366435, 0.6431576939482873, 2.322861474069012]"
2d14b808e7b44ad2d5871e4b6898b709,MH_05_difficult,1.2,0.8,1.0,0.2,relu,"[0.012211055088151788, 0.015541009433701597, 0.023356964568288126, 0.009525813376266448]","[5.004727479554054, 0.7226662765615656, 1.8498367050911197]"
23ca125ca227e3bbd22499dbca561739,MH_03_medium,1.2,0.8,1.0,0.23,relu,"[0.007939275269697092, 0.009096588597877323, 0.007243787352226277, 0.007218468984766313]","[2.729303673024582, 1.0115384618729164, 2.3836560656370573]"
9bdbf95cdbb7b4d780202e57d659a31c,MH_04_difficult,1.2,0.8,1.0,0.23,relu,"[0.015667646402502317, 0.011989643990572126, 0.018007265711836088, 0.007069563178557838]","[3.5613219317191374, 0.6416654804987849, 2.329213507042857]"
23d37bfc4d811f26b42ba2881b726641,MH_05_difficult,1.2,0.8,1.0,0.23,relu,"[0.012652521173067918, 0.015633171278692744, 0.023925007240011453, 0.009559700632981125]","[5.083655932240839, 0.7255015361597773, 1.8833520204773904]"
e94064b081597c1b44955ce2fa1a5cdb,MH_03_medium,1.2,0.8,1.0,0.25,relu,"[0.00789115933454114, 0.00901957834897129, 0.007145747979743821, 0.007074751213680515]","[2.7340349274456486, 1.014275773467604, 2.3864946671605014]"
8cb8be96f810ddd3b7d90d11e2934e32,MH_04_difficult,1.2,0.8,1.0,0.25,relu,"[0.015558308574471836, 0.012023315825804699, 0.018002949278341552, 0.007023371058421902]","[3.604341050358129, 0.640621652361681, 2.3571426775984152]"
1024dbc39881341bfc009714c1c79ba3,MH_05_difficult,1.2,0.8,1.0,0.25,relu,"[0.011923506371577698, 0.015189193825541486, 0.02294391349244035, 0.009086637348339243]","[4.96435772794021, 0.7201539033595802, 1.9008462799643928]"
90564c00b568d38f29913d33374851dd,MH_03_medium,1.2,0.8,1.0,0.28,relu,"[0.008057474369210898, 0.009053540752142325, 0.0073788476367838045, 0.007403024278276655]","[2.691788749482275, 1.0153417063133041, 2.375765868149711]"
ebbef2c407799294c235b759788bb757,MH_04_difficult,1.2,0.8,1.0,0.28,relu,"[0.016616014253776075, 0.01232224089753457, 0.019223237296610653, 0.007185245789316298]","[3.6930233343294265, 0.6420944625616987, 2.3453525448041037]"
89c655e09d7821cdc37ce76ae947995d,MH_05_difficult,1.2,0.8,1.0,0.28,relu,"[0.011612362134755973, 0.01503117582666531, 0.022423733174356315, 0.00907333266047981]","[4.870446519287108, 0.7224464305352689, 1.8678239236847167]"
530fa1cb694fb2f4d004df98b1902378,MH_03_medium,1.2,0.8,1.0,0.3,relu,"[0.00793351003777875, 0.00872465338140768, 0.006988749458490352, 0.007466865048253075]","[2.6167438510169867, 1.0154793465905572, 2.378145333855589]"
093a364ac538770f2cbb7a5d74127c71,MH_04_difficult,1.2,0.8,1.0,0.3,relu,"[0.016791272329483735, 0.012289827484321175, 0.01944619711013663, 0.007242242537018395]","[3.6843639594477566, 0.638497974354367, 2.3290808970333186]"
84f007f6a80966777ee51fdc75bf1254,MH_05_difficult,1.2,0.8,1.0,0.3,relu,"[0.013648223707863876, 0.016417503682318473, 0.025441795119433005, 0.01005397130431373]","[5.327841615446287, 0.726558582087882, 1.8940349285612954]"
22c66ca6d5961396704c9e1bda804000,MH_03_medium,1.2,0.8,1.0,0.2,double_exponential_sigmoid,"[0.007959657482819484, 0.008957010578739715, 0.0072460932855709925, 0.0074721969573693725]","[2.6816317922904456, 1.0155153781259798, 2.3886590935419614]"
af33b88e5f86ad682657368785569def,MH_04_difficult,1.2,0.8,1.0,0.2,double_exponential_sigmoid,"[0.01378400489644996, 0.011444253607830926, 0.01607299658739854, 0.006585543024408131]","[3.4628657879536835, 0.6405420617452012, 2.3264614737245672]"
50ddb30d8cad963ee22b72c4ca8006d7,MH_05_difficult,1.2,0.8,1.0,0.2,double_exponential_sigmoid,"[0.01302764898853855, 0.016049657682899527, 0.02459347211926799, 0.009840292475681594]","[5.197955463828215, 0.7242021807589607, 1.8755638392169418]"
5e49dbd7a6dbc0d7b4ca829c6608af87,MH_03_medium,1.2,0.8,1.0,0.23,double_exponential_sigmoid,"[0.008078382761941958, 0.008874218429824195, 0.007349298601860889, 0.007803728795390161]","[2.6228653827745543, 1.0142531735551983, 2.3877804127596876]"
e2a592193d899b217951f3f162d71d0f,MH_04_difficult,1.2,0.8,1.0,0.23,double_exponential_sigmoid,"[0.016388143078350202, 0.012362086479103694, 0.01899488504110136, 0.007379565318354932]","[3.656796999608611, 0.6388814901923112, 2.3202449158127236]"
44016383514e3097564397ae2bf5531b,MH_05_difficult,1.2,0.8,1.0,0.23,double_exponential_sigmoid,"[0.011377976888609847, 0.014705950714935788, 0.021980230229709567, 0.008905329489221922]","[4.7858595498576655, 0.7188611070465136, 1.8676018861202281]"
e771a01aa1a0de50e160163ba17e98f0,MH_03_medium,1.2,0.8,1.0,0.25,double_exponential_sigmoid,"[0.00792562094335923, 0.008970583726390464, 0.007273028336153985, 0.007413330785516337]","[2.7018033392662195, 1.0141322167571967, 2.392804157138885]"
f3d8475427c68d366a81ad2ba6b81631,MH_04_difficult,1.2,0.8,1.0,0.25,double_exponential_sigmoid,"[0.017899905400976177, 0.0127510026673046, 0.020674504130163425, 0.007594893841193976]","[3.777790739981602, 0.638173344887317, 2.330600482627613]"
41664383057b916373c18aff3ef329a0,MH_05_difficult,1.2,0.8,1.0,0.25,double_exponential_sigmoid,"[0.012641783426944466, 0.01572403852562843, 0.023946200004319112, 0.009614734138008335]","[5.095811488570168, 0.7232584746454768, 1.8779641052246512]"
1b02e3f64b2cde2ef8b6843881fa3b79,MH_03_medium,1.2,0.8,1.0,0.28,double_exponential_sigmoid,"[0.007989479924095084, 0.00904708575146055, 0.007471064603124767, 0.007228620046824303]","[2.7274758721893684, 1.0154865277986056, 2.371257493255628]"
6ab8fb659d3f64e9f7506c245afd54ba,MH_04_difficult,1.2,0.8,1.0,0.28,double_exponential_sigmoid,"[0.016317714684209735, 0.012237831163250924, 0.01896093175440578, 0.007246886891552525]","[3.6730851707399714, 0.6413700281852202, 2.3470636958975875]"
3ca7323d80464c4d98e9dec6eacacff3,MH_05_difficult,1.2,0.8,1.0,0.28,double_exponential_sigmoid,"[0.013393689346427932, 0.016131826233688043, 0.02505996230432232, 0.009908894104211849]","[5.255691920887468, 0.7261517592205792, 1.8859499459525146]"
58a20d4fdc78432cd28ba0ba6bd3690a,MH_03_medium,1.2,0.8,1.0,0.3,double_exponential_sigmoid,"[0.008122871260887607, 0.008764940358647874, 0.007465272662927381, 0.008009565622719365]","[2.5828602484525516, 1.013904798641306, 2.3812626277166555]"
a29a8634847ed3380089689bf74a583f,MH_04_difficult,1.2,0.8,1.0,0.3,double_exponential_sigmoid,"[0.017022721023112235, 0.012760403079568496, 0.019792576972737203, 0.007534395513541196]","[3.7661031252347428, 0.6403044011778929, 2.3427918895055315]"
3d421ebd03ccf8c6d6f4f6e8f9c8808c,MH_05_difficult,1.2,0.8,1.0,0.3,double_exponential_sigmoid,"[0.012558208778237883, 0.015675893794002634, 0.023888255973864604, 0.009507901053121836]","[5.0997956366271335, 0.7254037382859216, 1.8929359396964895]"
ccf11d5c94829a530432e61571739d66,MH_03_medium,1.2,0.8,1.0,0.2,triple_exponential_sigmoid,"[0.007982563211355232, 0.009107156058649066, 0.007388476114764322, 0.007104216403462385]","[2.729103156733716, 1.0117398949143404, 2.357780386341347]"
7642b974588ca99e4782c2405f63082c,MH_04_difficult,1.2,0.8,1.0,0.2,triple_exponential_sigmoid,"[0.019390404144545154, 0.013410435279589414, 0.022601623538284026, 0.008093956814109992]","[3.9658609067058284, 0.6369644488052555, 2.3238773416338168]"
49204196f0a8f0ab81dd289fab7bc80b,MH_05_difficult,1.2,0.8,1.0,0.2,triple_exponential_sigmoid,"[0.01149501675428601, 0.014977269696892738, 0.02218797344498608, 0.008936249272862587]","[4.8566896243337645, 0.7227191097752071, 1.9035701034970631]"
9ba0192721a775464506e4b3ab332191,MH_03_medium,1.2,0.8,1.0,0.23,triple_exponential_sigmoid,"[0.00805421258017794, 0.008833973506335243, 0.007376926460639322, 0.0075802929510966]","[2.6392839498881178, 1.0118549649662545, 2.372643221261577]"
545f0bac2522ec71b43c05cdfd5103a4,MH_04_difficult,1.2,0.8,1.0,0.23,triple_exponential_sigmoid,"[0.017898333980869624, 0.01302761661541326, 0.020911089392518123, 0.007654831449259335]","[3.8843912439299584, 0.63955837447364, 2.367084689853444]"
59d086d26f37349a73dac7bc8d897cc3,MH_05_difficult,1.2,0.8,1.0,0.23,triple_exponential_sigmoid,"[0.011148578830869164, 0.014813557602785219, 0.021644021432756417, 0.008869858098429282]","[4.770087961637714, 0.7245813015302898, 1.886122976278528]"
dd0084fccf4d6d712cd9f50d5762dd0d,MH_03_medium,1.2,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.008055311176046194, 0.008930756613979123, 0.00724978407500088, 0.0074146380619106]","[2.656959073886168, 1.0187410270440034, 2.367466647701825]"
d7adebb6a4248a010945616e2e4e40c1,MH_04_difficult,1.2,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.019389056977474357, 0.01332228033620035, 0.02244703553653807, 0.008185050605063195]","[3.923451483600775, 0.6401502617044118, 2.3386708650451724]"
006120c2825c3edc56885506b2cbf8be,MH_05_difficult,1.2,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.012596757832188017, 0.015613126487982184, 0.023840807413757947, 0.00953475021724891]","[5.068414829869015, 0.7258595695096727, 1.8690995085703763]"
bec88a6729682224acc674a87615b131,MH_03_medium,1.2,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.008040782922432946, 0.009029587655644085, 0.0073770523254570106, 0.007231851469169413]","[2.704151134653313, 1.015445650561257, 2.368373707567239]"
dc5276a9bcf81c4cfdfbc66198768d15,MH_04_difficult,1.2,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.016547197184538707, 0.012664991225193763, 0.01951619836316296, 0.007458867682558283]","[3.771308631746213, 0.6359269122031268, 2.323197831970103]"
27efdf0fc53c3d92cda35e99d33f20a5,MH_05_difficult,1.2,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.01325800452363802, 0.015883483365428976, 0.02487012490047505, 0.009725600083426688]","[5.215153678251156, 0.7241408745626361, 1.8813450885521457]"
45091923e377733c285593ede6a9066f,MH_03_medium,1.2,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.007991639920998463, 0.008923392151024815, 0.007350166694502585, 0.007414437838069837]","[2.6718110770444263, 1.014907723800165, 2.3671505064258875]"
f05059cbffdf58e6fff7011f92f22de4,MH_04_difficult,1.2,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.017815270755991406, 0.013184749665062072, 0.02084336710687576, 0.007818974949843294]","[3.8763741468147894, 0.6387824693478512, 2.3378765281241374]"
f06b2c3fa133f8dd3a9e4f0fe81d31ed,MH_05_difficult,1.2,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.013875650398526264, 0.01634039226152222, 0.025799577716595915, 0.010157589224726154]","[5.342372883126343, 0.7244587492339025, 1.861407259101535]"
3ff88cd78e54953031893b0510d2aab8,MH_05_difficult,0.7,0.8,1,0.25,double_exponential_sigmoid,"[0.011236282981781275, 0.014677809049478036, 0.021809919871717983, 0.008787865841201831]","[4.779275689992515, 0.7243476127103702, 1.878634389499542]"
b843e45fe8c8275134f8e7207a021b71,MH_05_difficult,0.8,0.8,1,0.25,double_exponential_sigmoid,"[0.011567777579150436, 0.014949284806654138, 0.02236841944825398, 0.009005007281231558]","[4.866190167810387, 0.7244232462746966, 1.8836099899295218]"
eb95256b0f95606d84bc464d0eb95668,MH_05_difficult,0.9,0.8,1,0.25,double_exponential_sigmoid,"[0.011986984532705545, 0.015076752835115625, 0.02291851083284443, 0.009074490643883869]","[4.934037065589428, 0.7244528429406366, 1.8826024591122201]"
